M,Rank,Lunar_Month,lunar_day,Source,colony_id,Tank,RO,Temp
M4,6,Jan,1,OL,O8,T3,0,24.33507994
M4,7,Jan,2,OL,O8,T3,0,24.16035022
M4,8,Jan,3,OL,O8,T3,0,24.01690204
M4,9,Jan,4,OL,O8,T3,0,23.82176485
M4,10,Jan,5,OL,O8,T3,0,24.1811301
M4,11,Jan,6,OL,O8,T3,0,25.01612364
M4,12,Jan,7,OL,O8,T3,0,25.36886019
M4,13,Jan,8,OL,O8,T3,0,25.01426511
M4,14,Jan,9,OL,O8,T3,NA,26.29366667
M4,15,Jan,10,OL,O8,T3,NA,26.84532292
M4,16,Jan,11,OL,O8,T3,NA,26.58552083
M4,17,Jan,12,OL,O8,T3,NA,26.41051042
M4,18,Jan,13,OL,O8,T3,NA,26.32191667
M4,19,Jan,14,OL,O8,T3,NA,26.08607292
M4,20,Jan,15,OL,O8,T3,NA,25.66521875
M4,21,Jan,16,OL,O8,T3,NA,25.56498958
M4,22,Jan,17,OL,O8,T3,NA,24.99194792
M4,23,Jan,18,OL,O8,T3,NA,24.60416667
M4,24,Jan,19,OL,O8,T3,NA,24.94370833
M4,25,Jan,20,OL,O8,T3,NA,25.37817708
M4,26,Jan,21,OL,O8,T3,NA,25.344375
M4,27,Jan,22,OL,O8,T3,NA,24.22880208
M4,28,Jan,23,OL,O8,T3,NA,23.83547917
M4,1,Dec,26,OL,O9,T3,0,25.97825428
M4,2,Dec,27,OL,O9,T3,0,26.14568497
M4,3,Dec,28,OL,O9,T3,0,25.7564533
M4,4,Dec,29,OL,O9,T3,0,25.34964439
M4,5,Dec,30,OL,O9,T3,0,25.02521018
M4,6,Jan,1,OL,O9,T3,0,24.33507994
M4,7,Jan,2,OL,O9,T3,0,24.16035022
M4,8,Jan,3,OL,O9,T3,0,24.01690204
M4,9,Jan,4,OL,O9,T3,3,23.82176485
M4,10,Jan,5,OL,O9,T3,0,24.1811301
M4,11,Jan,6,OL,O9,T3,0,25.01612364
M4,12,Jan,7,OL,O9,T3,0,25.36886019
M4,13,Jan,8,OL,O9,T3,0,25.01426511
M4,14,Jan,9,OL,O9,T3,NA,26.29366667
M4,15,Jan,10,OL,O9,T3,NA,26.84532292
M4,16,Jan,11,OL,O9,T3,NA,26.58552083
M4,17,Jan,12,OL,O9,T3,NA,26.41051042
M4,18,Jan,13,OL,O9,T3,NA,26.32191667
M4,19,Jan,14,OL,O9,T3,NA,26.08607292
M4,20,Jan,15,OL,O9,T3,NA,25.66521875
M4,21,Jan,16,OL,O9,T3,NA,25.56498958
M4,22,Jan,17,OL,O9,T3,NA,24.99194792
M4,23,Jan,18,OL,O9,T3,NA,24.60416667
M4,24,Jan,19,OL,O9,T3,NA,24.94370833
M4,25,Jan,20,OL,O9,T3,NA,25.37817708
M4,26,Jan,21,OL,O9,T3,NA,25.344375
M4,27,Jan,22,OL,O9,T3,NA,24.22880208
M4,28,Jan,23,OL,O9,T3,NA,23.83547917
M6,1,Feb,26,IL,I1,T1,NA,28.04697917
M6,2,Feb,27,IL,I1,T1,NA,28.27178125
M6,3,Feb,28,IL,I1,T1,NA,28.22541667
M6,4,Feb,29,IL,I1,T1,NA,28.30891667
M6,5,Feb,30,IL,I1,T1,NA,28.94990625
M6,6,Mar,1,IL,I1,T1,0,27.27738542
M6,7,Mar,2,IL,I1,T1,1,26.58864583
M6,8,Mar,3,IL,I1,T1,0,26.5015625
M6,9,Mar,4,IL,I1,T1,3,27.09880208
M6,10,Mar,5,IL,I1,T1,0,27.28338542
M6,11,Mar,6,IL,I1,T1,1,28.3261875
M6,12,Mar,7,IL,I1,T1,1,28.55902083
M6,13,Mar,8,IL,I1,T1,1,28.49885417
M6,14,Mar,9,IL,I1,T1,2,28.44736458
M6,15,Mar,10,IL,I1,T1,0,28.2351875
M6,16,Mar,11,IL,I1,T1,0,28.06653125
M6,17,Mar,12,IL,I1,T1,NA,28.43159375
M6,18,Mar,13,IL,I1,T1,NA,28.74809375
M6,19,Mar,14,IL,I1,T1,NA,29.04678125
M6,20,Mar,15,IL,I1,T1,NA,28.98141667
M6,21,Mar,16,IL,I1,T1,NA,28.69320833
M6,22,Mar,17,IL,I1,T1,NA,27.96659375
M6,23,Mar,18,IL,I1,T1,NA,27.68541667
M6,24,Mar,19,IL,I1,T1,NA,27.31378125
M6,25,Mar,20,IL,I1,T1,NA,27.67166667
M6,26,Mar,21,IL,I1,T1,NA,28.22411458
M6,27,Mar,22,IL,I1,T1,NA,28.82885
M6,28,Mar,23,IL,I1,T1,NA,28.18777335
M6,1,Feb,26,IL,I2,T1,NA,28.04697917
M6,2,Feb,27,IL,I2,T1,NA,28.27178125
M6,3,Feb,28,IL,I2,T1,NA,28.22541667
M6,4,Feb,29,IL,I2,T1,NA,28.30891667
M6,5,Feb,30,IL,I2,T1,NA,28.94990625
M6,6,Mar,1,IL,I2,T1,0,27.27738542
M6,7,Mar,2,IL,I2,T1,0,26.58864583
M6,8,Mar,3,IL,I2,T1,0,26.5015625
M6,9,Mar,4,IL,I2,T1,5,27.09880208
M6,10,Mar,5,IL,I2,T1,4,27.28338542
M6,11,Mar,6,IL,I2,T1,1,28.3261875
M6,12,Mar,7,IL,I2,T1,3,28.55902083
M6,13,Mar,8,IL,I2,T1,0,28.49885417
M6,14,Mar,9,IL,I2,T1,14,28.44736458
M6,15,Mar,10,IL,I2,T1,0,28.2351875
M6,16,Mar,11,IL,I2,T1,0,28.06653125
M6,17,Mar,12,IL,I2,T1,NA,28.43159375
M6,18,Mar,13,IL,I2,T1,NA,28.74809375
M6,19,Mar,14,IL,I2,T1,NA,29.04678125
M6,20,Mar,15,IL,I2,T1,NA,28.98141667
M6,21,Mar,16,IL,I2,T1,NA,28.69320833
M6,22,Mar,17,IL,I2,T1,NA,27.96659375
M6,23,Mar,18,IL,I2,T1,NA,27.68541667
M6,24,Mar,19,IL,I2,T1,NA,27.31378125
M6,25,Mar,20,IL,I2,T1,NA,27.67166667
M6,26,Mar,21,IL,I2,T1,NA,28.22411458
M6,27,Mar,22,IL,I2,T1,NA,28.82885
M6,28,Mar,23,IL,I2,T1,NA,28.18777335
M6,1,Feb,26,IL,I3,T1,NA,28.04697917
M6,2,Feb,27,IL,I3,T1,NA,28.27178125
M6,3,Feb,28,IL,I3,T1,NA,28.22541667
M6,4,Feb,29,IL,I3,T1,NA,28.30891667
M6,5,Feb,30,IL,I3,T1,NA,28.94990625
M6,6,Mar,1,IL,I3,T1,2,27.27738542
M6,7,Mar,2,IL,I3,T1,0,26.58864583
M6,8,Mar,3,IL,I3,T1,0,26.5015625
M6,9,Mar,4,IL,I3,T1,0,27.09880208
M6,10,Mar,5,IL,I3,T1,2,27.28338542
M6,11,Mar,6,IL,I3,T1,3,28.3261875
M6,12,Mar,7,IL,I3,T1,28,28.55902083
M6,13,Mar,8,IL,I3,T1,0,28.49885417
M6,14,Mar,9,IL,I3,T1,0,28.44736458
M6,15,Mar,10,IL,I3,T1,0,28.2351875
M6,16,Mar,11,IL,I3,T1,0,28.06653125
M6,17,Mar,12,IL,I3,T1,NA,28.43159375
M6,18,Mar,13,IL,I3,T1,NA,28.74809375
M6,19,Mar,14,IL,I3,T1,NA,29.04678125
M6,20,Mar,15,IL,I3,T1,NA,28.98141667
M6,21,Mar,16,IL,I3,T1,NA,28.69320833
M6,22,Mar,17,IL,I3,T1,NA,27.96659375
M6,23,Mar,18,IL,I3,T1,NA,27.68541667
M6,24,Mar,19,IL,I3,T1,NA,27.31378125
M6,25,Mar,20,IL,I3,T1,NA,27.67166667
M6,26,Mar,21,IL,I3,T1,NA,28.22411458
M6,27,Mar,22,IL,I3,T1,NA,28.82885
M6,28,Mar,23,IL,I3,T1,NA,28.18777335
M6,1,Feb,26,IL,I4,T2,NA,27.77428125
M6,2,Feb,27,IL,I4,T2,NA,27.97290625
M6,3,Feb,28,IL,I4,T2,NA,27.98313542
M6,4,Feb,29,IL,I4,T2,NA,28.07370833
M6,5,Feb,30,IL,I4,T2,NA,28.76532292
M6,6,Mar,1,IL,I4,T2,1,27.446875
M6,7,Mar,2,IL,I4,T2,0,26.93957292
M6,8,Mar,3,IL,I4,T2,0,26.79304167
M6,9,Mar,4,IL,I4,T2,0,27.38232292
M6,10,Mar,5,IL,I4,T2,0,27.78766667
M6,11,Mar,6,IL,I4,T2,0,28.40570833
M6,12,Mar,7,IL,I4,T2,8,28.38127083
M6,13,Mar,8,IL,I4,T2,6,28.4615625
M6,14,Mar,9,IL,I4,T2,0,28.42238542
M6,15,Mar,10,IL,I4,T2,0,28.02191667
M6,16,Mar,11,IL,I4,T2,0,27.95940625
M6,17,Mar,12,IL,I4,T2,NA,28.40988542
M6,18,Mar,13,IL,I4,T2,NA,28.77290625
M6,19,Mar,14,IL,I4,T2,NA,29.04880208
M6,20,Mar,15,IL,I4,T2,NA,28.97309375
M6,21,Mar,16,IL,I4,T2,NA,28.59283333
M6,22,Mar,17,IL,I4,T2,NA,27.87602083
M6,23,Mar,18,IL,I4,T2,NA,27.59001042
M6,24,Mar,19,IL,I4,T2,NA,27.13571875
M6,25,Mar,20,IL,I4,T2,NA,27.5125625
M6,26,Mar,21,IL,I4,T2,NA,28.08078125
M6,27,Mar,22,IL,I4,T2,NA,28.56045
M6,28,Mar,23,IL,I4,T2,NA,27.81988147
M6,1,Feb,26,IL,I5,T2,NA,27.77428125
M6,2,Feb,27,IL,I5,T2,NA,27.97290625
M6,3,Feb,28,IL,I5,T2,NA,27.98313542
M6,4,Feb,29,IL,I5,T2,NA,28.07370833
M6,5,Feb,30,IL,I5,T2,NA,28.76532292
M6,6,Mar,1,IL,I5,T2,68,27.446875
M6,7,Mar,2,IL,I5,T2,111,26.93957292
M6,8,Mar,3,IL,I5,T2,155,26.79304167
M6,9,Mar,4,IL,I5,T2,158,27.38232292
M6,10,Mar,5,IL,I5,T2,11,27.78766667
M6,11,Mar,6,IL,I5,T2,7,28.40570833
M6,12,Mar,7,IL,I5,T2,14,28.38127083
M6,13,Mar,8,IL,I5,T2,7,28.4615625
M6,14,Mar,9,IL,I5,T2,0,28.42238542
M6,15,Mar,10,IL,I5,T2,0,28.02191667
M6,16,Mar,11,IL,I5,T2,0,27.95940625
M6,17,Mar,12,IL,I5,T2,NA,28.40988542
M6,18,Mar,13,IL,I5,T2,NA,28.77290625
M6,19,Mar,14,IL,I5,T2,NA,29.04880208
M6,20,Mar,15,IL,I5,T2,NA,28.97309375
M6,21,Mar,16,IL,I5,T2,NA,28.59283333
M6,22,Mar,17,IL,I5,T2,NA,27.87602083
M6,23,Mar,18,IL,I5,T2,NA,27.59001042
M6,24,Mar,19,IL,I5,T2,NA,27.13571875
M6,25,Mar,20,IL,I5,T2,NA,27.5125625
M6,26,Mar,21,IL,I5,T2,NA,28.08078125
M6,27,Mar,22,IL,I5,T2,NA,28.56045
M6,28,Mar,23,IL,I5,T2,NA,27.81988147
M6,1,Feb,26,IL,I6,T2,NA,27.77428125
M6,2,Feb,27,IL,I6,T2,NA,27.97290625
M6,3,Feb,28,IL,I6,T2,NA,27.98313542
M6,4,Feb,29,IL,I6,T2,NA,28.07370833
M6,5,Feb,30,IL,I6,T2,NA,28.76532292
M6,6,Mar,1,IL,I6,T2,0,27.446875
M6,7,Mar,2,IL,I6,T2,0,26.93957292
M6,8,Mar,3,IL,I6,T2,0,26.79304167
M6,9,Mar,4,IL,I6,T2,0,27.38232292
M6,10,Mar,5,IL,I6,T2,1,27.78766667
M6,11,Mar,6,IL,I6,T2,0,28.40570833
M6,12,Mar,7,IL,I6,T2,77,28.38127083
M6,13,Mar,8,IL,I6,T2,3,28.4615625
M6,14,Mar,9,IL,I6,T2,0,28.42238542
M6,15,Mar,10,IL,I6,T2,0,28.02191667
M6,16,Mar,11,IL,I6,T2,0,27.95940625
M6,17,Mar,12,IL,I6,T2,NA,28.40988542
M6,18,Mar,13,IL,I6,T2,NA,28.77290625
M6,19,Mar,14,IL,I6,T2,NA,29.04880208
M6,20,Mar,15,IL,I6,T2,NA,28.97309375
M6,21,Mar,16,IL,I6,T2,NA,28.59283333
M6,22,Mar,17,IL,I6,T2,NA,27.87602083
M6,23,Mar,18,IL,I6,T2,NA,27.59001042
M6,24,Mar,19,IL,I6,T2,NA,27.13571875
M6,25,Mar,20,IL,I6,T2,NA,27.5125625
M6,26,Mar,21,IL,I6,T2,NA,28.08078125
M6,27,Mar,22,IL,I6,T2,NA,28.56045
M6,28,Mar,23,IL,I6,T2,NA,27.81988147
M6,1,Feb,26,IL,I7,T3,NA,27.50434375
M6,2,Feb,27,IL,I7,T3,NA,27.67166667
M6,3,Feb,28,IL,I7,T3,NA,27.66958333
M6,4,Feb,29,IL,I7,T3,NA,27.81027083
M6,5,Feb,30,IL,I7,T3,NA,28.61130208
M6,6,Mar,1,IL,I7,T3,0,27.44065625
M6,7,Mar,2,IL,I7,T3,0,26.99567708
M6,8,Mar,3,IL,I7,T3,0,26.91244792
M6,9,Mar,4,IL,I7,T3,0,27.49717708
M6,10,Mar,5,IL,I7,T3,0,27.85038542
M6,11,Mar,6,IL,I7,T3,0,28.46146875
M6,12,Mar,7,IL,I7,T3,2,28.42246875
M6,13,Mar,8,IL,I7,T3,5,28.42129167
M6,14,Mar,9,IL,I7,T3,0,28.42652083
M6,15,Mar,10,IL,I7,T3,0,27.81104167
M6,16,Mar,11,IL,I7,T3,0,27.78542708
M6,17,Mar,12,IL,I7,T3,NA,28.26730208
M6,18,Mar,13,IL,I7,T3,NA,28.67142708
M6,19,Mar,14,IL,I7,T3,NA,28.93047917
M6,20,Mar,15,IL,I7,T3,NA,28.84752083
M6,21,Mar,16,IL,I7,T3,NA,28.51189583
M6,22,Mar,17,IL,I7,T3,NA,27.83895833
M6,23,Mar,18,IL,I7,T3,NA,27.54579167
M6,24,Mar,19,IL,I7,T3,NA,27.14385417
M6,25,Mar,20,IL,I7,T3,NA,27.49719792
M6,26,Mar,21,IL,I7,T3,NA,28.01483333
M6,27,Mar,22,IL,I7,T3,NA,28.61
M6,28,Mar,23,IL,I7,T3,NA,27.89298213
M6,1,Feb,26,IL,I8,T3,NA,27.50434375
M6,2,Feb,27,IL,I8,T3,NA,27.67166667
M6,3,Feb,28,IL,I8,T3,NA,27.66958333
M6,4,Feb,29,IL,I8,T3,NA,27.81027083
M6,5,Feb,30,IL,I8,T3,NA,28.61130208
M6,6,Mar,1,IL,I8,T3,2,27.44065625
M6,7,Mar,2,IL,I8,T3,0,26.99567708
M6,8,Mar,3,IL,I8,T3,0,26.91244792
M6,9,Mar,4,IL,I8,T3,0,27.49717708
M6,10,Mar,5,IL,I8,T3,1,27.85038542
M6,11,Mar,6,IL,I8,T3,2,28.46146875
M6,12,Mar,7,IL,I8,T3,15,28.42246875
M6,13,Mar,8,IL,I8,T3,3,28.42129167
M6,14,Mar,9,IL,I8,T3,0,28.42652083
M6,15,Mar,10,IL,I8,T3,0,27.81104167
M6,16,Mar,11,IL,I8,T3,0,27.78542708
M6,17,Mar,12,IL,I8,T3,NA,28.26730208
M6,18,Mar,13,IL,I8,T3,NA,28.67142708
M6,19,Mar,14,IL,I8,T3,NA,28.93047917
M6,20,Mar,15,IL,I8,T3,NA,28.84752083
M6,21,Mar,16,IL,I8,T3,NA,28.51189583
M6,22,Mar,17,IL,I8,T3,NA,27.83895833
M6,23,Mar,18,IL,I8,T3,NA,27.54579167
M6,24,Mar,19,IL,I8,T3,NA,27.14385417
M6,25,Mar,20,IL,I8,T3,NA,27.49719792
M6,26,Mar,21,IL,I8,T3,NA,28.01483333
M6,27,Mar,22,IL,I8,T3,NA,28.61
M6,28,Mar,23,IL,I8,T3,NA,27.89298213
M6,1,Feb,26,IL,I9,T3,NA,27.50434375
M6,2,Feb,27,IL,I9,T3,NA,27.67166667
M6,3,Feb,28,IL,I9,T3,NA,27.66958333
M6,4,Feb,29,IL,I9,T3,NA,27.81027083
M6,5,Feb,30,IL,I9,T3,NA,28.61130208
M6,6,Mar,1,IL,I9,T3,5,27.44065625
M6,7,Mar,2,IL,I9,T3,6,26.99567708
M6,8,Mar,3,IL,I9,T3,7,26.91244792
M6,9,Mar,4,IL,I9,T3,11,27.49717708
M6,10,Mar,5,IL,I9,T3,16,27.85038542
M6,11,Mar,6,IL,I9,T3,300,28.46146875
M6,12,Mar,7,IL,I9,T3,94,28.42246875
M6,13,Mar,8,IL,I9,T3,19,28.42129167
M6,14,Mar,9,IL,I9,T3,6,28.42652083
M6,15,Mar,10,IL,I9,T3,0,27.81104167
M6,16,Mar,11,IL,I9,T3,0,27.78542708
M6,17,Mar,12,IL,I9,T3,NA,28.26730208
M6,18,Mar,13,IL,I9,T3,NA,28.67142708
M6,19,Mar,14,IL,I9,T3,NA,28.93047917
M6,20,Mar,15,OL,I9,T3,NA,28.84752083
M6,21,Mar,16,OL,I9,T3,NA,28.51189583
M6,22,Mar,17,OL,I9,T3,NA,27.83895833
M6,23,Mar,18,OL,I9,T3,NA,27.54579167
M6,24,Mar,19,OL,I9,T3,NA,27.14385417
M6,25,Mar,20,OL,I9,T3,NA,27.49719792
M6,26,Mar,21,OL,I9,T3,NA,28.01483333
M6,27,Mar,22,OL,I9,T3,NA,28.61
M6,28,Mar,23,OL,I9,T3,NA,27.89298213
M6,1,Feb,26,OL,O1,T1,NA,28.04697917
M6,2,Feb,27,OL,O1,T1,NA,28.27178125
M6,3,Feb,28,OL,O1,T1,NA,28.22541667
M6,4,Feb,29,OL,O1,T1,NA,28.30891667
M6,5,Feb,30,OL,O1,T1,NA,28.94990625
M6,6,Mar,1,OL,O1,T1,31,27.27738542
M6,7,Mar,2,OL,O1,T1,9,26.58864583
M6,8,Mar,3,OL,O1,T1,16,26.5015625
M6,9,Mar,4,OL,O1,T1,6,27.09880208
M6,10,Mar,5,OL,O1,T1,1,27.28338542
M6,11,Mar,6,OL,O1,T1,NA,28.3261875
M6,12,Mar,7,OL,O1,T1,NA,28.55902083
M6,13,Mar,8,OL,O1,T1,NA,28.49885417
M6,14,Mar,9,OL,O1,T1,NA,28.44736458
M6,15,Mar,10,OL,O1,T1,NA,28.2351875
M6,16,Mar,11,OL,O1,T1,NA,28.06653125
M6,17,Mar,12,OL,O1,T1,NA,28.43159375
M6,18,Mar,13,OL,O1,T1,NA,28.74809375
M6,19,Mar,14,OL,O1,T1,NA,29.04678125
M6,20,Mar,15,OL,O1,T1,NA,28.98141667
M6,21,Mar,16,OL,O1,T1,NA,28.69320833
M6,22,Mar,17,OL,O1,T1,NA,27.96659375
M6,23,Mar,18,OL,O1,T1,NA,27.68541667
M6,24,Mar,19,OL,O1,T1,NA,27.31378125
M6,25,Mar,20,OL,O1,T1,NA,27.67166667
M6,26,Mar,21,OL,O1,T1,NA,28.22411458
M6,27,Mar,22,OL,O1,T1,NA,28.82885
M6,28,Mar,23,OL,O1,T1,NA,28.18777335
M6,1,Feb,26,OL,O2,T1,NA,28.04697917
M6,2,Feb,27,OL,O2,T1,NA,28.27178125
M6,3,Feb,28,OL,O2,T1,NA,28.22541667
M6,4,Feb,29,OL,O2,T1,NA,28.30891667
M6,5,Feb,30,OL,O2,T1,NA,28.94990625
M6,6,Mar,1,OL,O2,T1,1,27.27738542
M6,7,Mar,2,OL,O2,T1,1,26.58864583
M6,8,Mar,3,OL,O2,T1,0,26.5015625
M6,9,Mar,4,OL,O2,T1,10,27.09880208
M6,10,Mar,5,OL,O2,T1,10,27.28338542
M6,11,Mar,6,OL,O2,T1,NA,28.3261875
M6,12,Mar,7,OL,O2,T1,NA,28.55902083
M6,13,Mar,8,OL,O2,T1,NA,28.49885417
M6,14,Mar,9,OL,O2,T1,NA,28.44736458
M6,15,Mar,10,OL,O2,T1,NA,28.2351875
M6,16,Mar,11,OL,O2,T1,NA,28.06653125
M6,17,Mar,12,OL,O2,T1,NA,28.43159375
M6,18,Mar,13,OL,O2,T1,NA,28.74809375
M6,19,Mar,14,OL,O2,T1,NA,29.04678125
M6,20,Mar,15,OL,O2,T1,NA,28.98141667
M6,21,Mar,16,OL,O2,T1,NA,28.69320833
M6,22,Mar,17,OL,O2,T1,NA,27.96659375
M6,23,Mar,18,OL,O2,T1,NA,27.68541667
M6,24,Mar,19,OL,O2,T1,NA,27.31378125
M6,25,Mar,20,OL,O2,T1,NA,27.67166667
M6,26,Mar,21,OL,O2,T1,NA,28.22411458
M6,27,Mar,22,OL,O2,T1,NA,28.82885
M6,28,Mar,23,OL,O2,T1,NA,28.18777335
M6,1,Feb,26,OL,O3,T1,NA,28.04697917
M6,2,Feb,27,OL,O3,T1,NA,28.27178125
M6,3,Feb,28,OL,O3,T1,NA,28.22541667
M6,4,Feb,29,OL,O3,T1,NA,28.30891667
M6,5,Feb,30,OL,O3,T1,NA,28.94990625
M6,6,Mar,1,OL,O3,T1,1,27.27738542
M6,7,Mar,2,OL,O3,T1,4,26.58864583
M6,8,Mar,3,OL,O3,T1,3,26.5015625
M6,9,Mar,4,OL,O3,T1,0,27.09880208
M6,10,Mar,5,OL,O3,T1,0,27.28338542
M6,11,Mar,6,OL,O3,T1,NA,28.3261875
M6,12,Mar,7,OL,O3,T1,NA,28.55902083
M6,13,Mar,8,OL,O3,T1,NA,28.49885417
M6,14,Mar,9,OL,O3,T1,NA,28.44736458
M6,15,Mar,10,OL,O3,T1,NA,28.2351875
M6,16,Mar,11,OL,O3,T1,NA,28.06653125
M6,17,Mar,12,OL,O3,T1,NA,28.43159375
M6,18,Mar,13,OL,O3,T1,NA,28.74809375
M6,19,Mar,14,OL,O3,T1,NA,29.04678125
M6,20,Mar,15,OL,O3,T1,NA,28.98141667
M6,21,Mar,16,OL,O3,T1,NA,28.69320833
M6,22,Mar,17,OL,O3,T1,NA,27.96659375
M6,23,Mar,18,OL,O3,T1,NA,27.68541667
M6,24,Mar,19,OL,O3,T1,NA,27.31378125
M6,25,Mar,20,OL,O3,T1,NA,27.67166667
M6,26,Mar,21,OL,O3,T1,NA,28.22411458
M6,27,Mar,22,OL,O3,T1,NA,28.82885
M6,28,Mar,23,OL,O3,T1,NA,28.18777335
M6,1,Feb,26,OL,O4,T2,NA,27.77428125
M6,2,Feb,27,OL,O4,T2,NA,27.97290625
M6,3,Feb,28,OL,O4,T2,NA,27.98313542
M6,4,Feb,29,OL,O4,T2,NA,28.07370833
M6,5,Feb,30,OL,O4,T2,NA,28.76532292
M6,6,Mar,1,OL,O4,T2,14,27.446875
M6,7,Mar,2,OL,O4,T2,5,26.93957292
M6,8,Mar,3,OL,O4,T2,12,26.79304167
M6,9,Mar,4,OL,O4,T2,8,27.38232292
M6,10,Mar,5,OL,O4,T2,7,27.78766667
M6,11,Mar,6,OL,O4,T2,28,28.40570833
M6,12,Mar,7,OL,O4,T2,0,28.38127083
M6,13,Mar,8,OL,O4,T2,2,28.4615625
M6,14,Mar,9,OL,O4,T2,0,28.42238542
M6,15,Mar,10,OL,O4,T2,0,28.02191667
M6,16,Mar,11,OL,O4,T2,0,27.95940625
M6,17,Mar,12,OL,O4,T2,NA,28.40988542
M6,18,Mar,13,OL,O4,T2,NA,28.77290625
M6,19,Mar,14,OL,O4,T2,NA,29.04880208
M6,20,Mar,15,OL,O4,T2,NA,28.97309375
M6,21,Mar,16,OL,O4,T2,NA,28.59283333
M6,22,Mar,17,OL,O4,T2,NA,27.87602083
M6,23,Mar,18,OL,O4,T2,NA,27.59001042
M6,24,Mar,19,OL,O4,T2,NA,27.13571875
M6,25,Mar,20,OL,O4,T2,NA,27.5125625
M6,26,Mar,21,OL,O4,T2,NA,28.08078125
M6,27,Mar,22,OL,O4,T2,NA,28.56045
M6,28,Mar,23,OL,O4,T2,NA,27.81988147
M6,1,Feb,26,OL,O5,T2,NA,27.77428125
M6,2,Feb,27,OL,O5,T2,NA,27.97290625
M6,3,Feb,28,OL,O5,T2,NA,27.98313542
M6,4,Feb,29,OL,O5,T2,NA,28.07370833
M6,5,Feb,30,OL,O5,T2,NA,28.76532292
M6,6,Mar,1,OL,O5,T2,3,27.446875
M6,7,Mar,2,OL,O5,T2,1,26.93957292
M6,8,Mar,3,OL,O5,T2,2,26.79304167
M6,9,Mar,4,OL,O5,T2,22,27.38232292
M6,10,Mar,5,OL,O5,T2,16,27.78766667
M6,11,Mar,6,OL,O5,T2,21,28.40570833
M6,12,Mar,7,OL,O5,T2,9,28.38127083
M6,13,Mar,8,OL,O5,T2,9,28.4615625
M6,14,Mar,9,OL,O5,T2,8,28.42238542
M6,15,Mar,10,OL,O5,T2,7,28.02191667
M6,16,Mar,11,OL,O5,T2,0,27.95940625
M6,17,Mar,12,OL,O5,T2,NA,28.40988542
M6,18,Mar,13,OL,O5,T2,NA,28.77290625
M6,19,Mar,14,OL,O5,T2,NA,29.04880208
M6,20,Mar,15,OL,O5,T2,NA,28.97309375
M6,21,Mar,16,OL,O5,T2,NA,28.59283333
M6,22,Mar,17,OL,O5,T2,NA,27.87602083
M6,23,Mar,18,OL,O5,T2,NA,27.59001042
M6,24,Mar,19,OL,O5,T2,NA,27.13571875
M6,25,Mar,20,OL,O5,T2,NA,27.5125625
M6,26,Mar,21,OL,O5,T2,NA,28.08078125
M6,27,Mar,22,OL,O5,T2,NA,28.56045
M6,28,Mar,23,OL,O5,T2,NA,27.81988147
M6,1,Feb,26,OL,O6,T2,NA,27.77428125
M6,2,Feb,27,OL,O6,T2,NA,27.97290625
M6,3,Feb,28,OL,O6,T2,NA,27.98313542
M6,4,Feb,29,OL,O6,T2,NA,28.07370833
M6,5,Feb,30,OL,O6,T2,NA,28.76532292
M6,6,Mar,1,OL,O6,T2,0,27.446875
M6,7,Mar,2,OL,O6,T2,0,26.93957292
M6,8,Mar,3,OL,O6,T2,2,26.79304167
M6,9,Mar,4,OL,O6,T2,0,27.38232292
M6,10,Mar,5,OL,O6,T2,2,27.78766667
M6,11,Mar,6,OL,O6,T2,2,28.40570833
M6,12,Mar,7,OL,O6,T2,18,28.38127083
M6,13,Mar,8,OL,O6,T2,0,28.4615625
M6,14,Mar,9,OL,O6,T2,4,28.42238542
M6,15,Mar,10,OL,O6,T2,0,28.02191667
M6,16,Mar,11,OL,O6,T2,0,27.95940625
M6,17,Mar,12,OL,O6,T2,NA,28.40988542
M6,18,Mar,13,OL,O6,T2,NA,28.77290625
M6,19,Mar,14,OL,O6,T2,NA,29.04880208
M6,20,Mar,15,OL,O6,T2,NA,28.97309375
M6,21,Mar,16,OL,O6,T2,NA,28.59283333
M6,22,Mar,17,OL,O6,T2,NA,27.87602083
M6,23,Mar,18,OL,O6,T2,NA,27.59001042
M6,24,Mar,19,OL,O6,T2,NA,27.13571875
M6,25,Mar,20,OL,O6,T2,NA,27.5125625
M6,26,Mar,21,OL,O6,T2,NA,28.08078125
M6,27,Mar,22,OL,O6,T2,NA,28.56045
M6,28,Mar,23,OL,O6,T2,NA,27.81988147
M6,1,Feb,26,OL,O7,T3,NA,27.50434375
M6,2,Feb,27,OL,O7,T3,NA,27.67166667
M6,3,Feb,28,OL,O7,T3,NA,27.66958333
M6,4,Feb,29,OL,O7,T3,NA,27.81027083
M6,5,Feb,30,OL,O7,T3,NA,28.61130208
M6,6,Mar,1,OL,O7,T3,300,27.44065625
M6,7,Mar,2,OL,O7,T3,2,26.99567708
M6,8,Mar,3,OL,O7,T3,16,26.91244792
M6,9,Mar,4,OL,O7,T3,19,27.49717708
M6,10,Mar,5,OL,O7,T3,83,27.85038542
M6,11,Mar,6,OL,O7,T3,100,28.46146875
M6,12,Mar,7,OL,O7,T3,70,28.42246875
M6,13,Mar,8,OL,O7,T3,5,28.42129167
M6,14,Mar,9,OL,O7,T3,1,28.42652083
M6,15,Mar,10,OL,O7,T3,0,27.81104167
M6,16,Mar,11,OL,O7,T3,0,27.78542708
M6,17,Mar,12,OL,O7,T3,NA,28.26730208
