M,Rank,Lunar_Month,lunar_day,Source,colony_id,Tank,RO,Temp
M6,18,Mar,13,OL,O7,T3,NA,28.67142708
M6,19,Mar,14,OL,O7,T3,NA,28.93047917
M6,20,Mar,15,OL,O7,T3,NA,28.84752083
M6,21,Mar,16,OL,O7,T3,NA,28.51189583
M6,22,Mar,17,OL,O7,T3,NA,27.83895833
M6,23,Mar,18,OL,O7,T3,NA,27.54579167
M6,24,Mar,19,OL,O7,T3,NA,27.14385417
M6,25,Mar,20,OL,O7,T3,NA,27.49719792
M6,26,Mar,21,OL,O7,T3,NA,28.01483333
M6,27,Mar,22,OL,O7,T3,NA,28.61
M6,28,Mar,23,OL,O7,T3,NA,27.89298213
M6,1,Feb,26,OL,O8,T3,NA,27.50434375
M6,2,Feb,27,OL,O8,T3,NA,27.67166667
M6,3,Feb,28,OL,O8,T3,NA,27.66958333
M6,4,Feb,29,OL,O8,T3,NA,27.81027083
M6,5,Feb,30,OL,O8,T3,NA,28.61130208
M6,6,Mar,1,OL,O8,T3,0,27.44065625
M6,7,Mar,2,OL,O8,T3,3,26.99567708
M6,8,Mar,3,OL,O8,T3,1,26.91244792
M6,9,Mar,4,OL,O8,T3,2,27.49717708
M6,10,Mar,5,OL,O8,T3,31,27.85038542
M6,11,Mar,6,OL,O8,T3,35,28.46146875
M6,12,Mar,7,OL,O8,T3,72,28.42246875
M6,13,Mar,8,OL,O8,T3,12,28.42129167
M6,14,Mar,9,OL,O8,T3,14,28.42652083
M6,15,Mar,10,OL,O8,T3,2,27.81104167
M6,16,Mar,11,OL,O8,T3,0,27.78542708
M6,17,Mar,12,OL,O8,T3,NA,28.26730208
M6,18,Mar,13,OL,O8,T3,NA,28.67142708
M6,19,Mar,14,OL,O8,T3,NA,28.93047917
M6,20,Mar,15,OL,O8,T3,NA,28.84752083
M6,21,Mar,16,OL,O8,T3,NA,28.51189583
M6,22,Mar,17,OL,O8,T3,NA,27.83895833
M6,23,Mar,18,OL,O8,T3,NA,27.54579167
M6,24,Mar,19,OL,O8,T3,NA,27.14385417
M6,25,Mar,20,OL,O8,T3,NA,27.49719792
M6,26,Mar,21,OL,O8,T3,NA,28.01483333
M6,27,Mar,22,OL,O8,T3,NA,28.61
M6,28,Mar,23,OL,O8,T3,NA,27.89298213
M6,1,Feb,26,OL,O9,T3,NA,27.50434375
M6,2,Feb,27,OL,O9,T3,NA,27.67166667
M6,3,Feb,28,OL,O9,T3,NA,27.66958333
M6,4,Feb,29,OL,O9,T3,NA,27.81027083
M6,5,Feb,30,OL,O9,T3,NA,28.61130208
M6,6,Mar,1,OL,O9,T3,0,27.44065625
M6,7,Mar,2,OL,O9,T3,0,26.99567708
M6,8,Mar,3,OL,O9,T3,0,26.91244792
M6,9,Mar,4,OL,O9,T3,0,27.49717708
M6,10,Mar,5,OL,O9,T3,15,27.85038542
M6,11,Mar,6,OL,O9,T3,39,28.46146875
M6,12,Mar,7,OL,O9,T3,63,28.42246875
M6,13,Mar,8,OL,O9,T3,35,28.42129167
M6,14,Mar,9,OL,O9,T3,66,28.42652083
M6,15,Mar,10,OL,O9,T3,17,27.81104167
M6,16,Mar,11,OL,O9,T3,34,27.78542708
M6,17,Mar,12,OL,O9,T3,20,28.26730208
M6,18,Mar,13,OL,O9,T3,1,28.67142708
M6,19,Mar,14,OL,O9,T3,1,28.93047917
M6,20,Mar,15,OL,O9,T3,NA,28.84752083
M6,21,Mar,16,OL,O9,T3,NA,28.51189583
M6,22,Mar,17,OL,O9,T3,NA,27.83895833
M6,23,Mar,18,OL,O9,T3,NA,27.54579167
M6,24,Mar,19,OL,O9,T3,NA,27.14385417
M6,25,Mar,20,OL,O9,T3,NA,27.49719792
M6,26,Mar,21,OL,O9,T3,NA,28.01483333
M6,27,Mar,22,OL,O9,T3,NA,28.61
M6,28,Mar,23,OL,O9,T3,NA,27.89298213
