M,colony_id,Date,lunar_day,acf_rank,RO
M2,O2,2023/12/21,9,39,1
M2,O2,2023/12/22,10,40,0
M2,O2,2023/12/23,11,41,0
M2,O2,2023/12/24,12,42,0
M2,O2,2023/12/25,13,43,0
M2,O2,2023/12/26,14,44,0
M2,O2,2023/12/27,15,45,0
M2,O2,2023/12/28,16,46,0
M2,O2,2023/12/29,17,47,0
M2,O2,2023/12/30,18,48,0
M2,O2,2023/12/31,19,49,0
M2,O2,2024/1/1,20,50,0
M2,O2,2024/1/2,21,51,0
M2,O2,2024/1/3,22,52,0
M2,O2,2024/1/4,23,53,0
M2,O2,2024/1/5,24,54,0
M2,O2,2024/1/6,25,55,0
M2,O2,2024/1/7,26,56,0
M2,O2,2024/1/8,27,57,0
M2,O2,2024/1/9,28,58,11
M2,O2,2024/1/10,29,59,119
M3,O2,2024/1/11,1,60,4
M3,O2,2024/1/12,2,61,1
M3,O2,2024/1/13,3,62,2
M3,O2,2024/1/14,4,63,3
M3,O2,2024/1/15,5,64,7
M3,O2,2024/1/16,6,65,10
M3,O2,2024/1/17,7,66,0
M3,O2,2024/1/18,8,67,6
M3,O2,2024/1/19,9,68,0
M3,O2,2024/1/20,10,69,0
M3,O2,2024/1/21,11,70,0
M3,O2,2024/1/22,12,71,0
M3,O2,2024/1/23,13,72,0
M3,O2,2024/1/24,14,73,0
M3,O2,2024/1/25,15,74,0
M3,O2,2024/1/26,16,75,0
M3,O2,2024/1/27,17,76,0
M3,O2,2024/1/28,18,77,0
M3,O2,2024/1/29,19,78,0
M3,O2,2024/1/30,20,79,0
M3,O2,2024/1/31,21,80,0
M3,O2,2024/2/1,22,81,0
M3,O2,2024/2/2,23,82,0
M3,O2,2024/2/3,24,83,0
M3,O2,2024/2/4,25,84,0
M3,O2,2024/2/5,26,85,1
M3,O2,2024/2/6,27,86,0
M3,O2,2024/2/7,28,87,0
M3,O2,2024/2/8,29,88,0
M3,O2,2024/2/9,30,89,0
M4,O2,2024/2/10,1,90,0
M4,O2,2024/2/11,2,91,1
M4,O2,2024/2/12,3,92,0
M4,O2,2024/2/13,4,93,0
M4,O2,2024/2/14,5,94,2
M4,O2,2024/2/15,6,95,0
M4,O2,2024/2/16,7,96,1
M4,O2,2024/2/17,8,97,0
M4,O2,2024/2/18,9,98,0
M4,O2,2024/2/19,10,99,0
M4,O2,2024/2/20,11,100,0
M4,O2,2024/2/21,12,101,0
M4,O2,2024/2/22,13,102,0
M4,O2,2024/2/23,14,103,0
M4,O2,2024/2/24,15,104,0
M4,O2,2024/2/25,16,105,0
M4,O2,2024/2/26,17,106,0
M4,O2,2024/2/27,18,107,0
M4,O2,2024/2/28,19,108,0
M4,O2,2024/2/29,20,109,0
M4,O2,2024/3/1,21,110,0
M4,O2,2024/3/2,22,111,0
M4,O2,2024/3/3,23,112,0
M4,O2,2024/3/4,24,113,0
M4,O2,2024/3/5,25,114,0
M4,O2,2024/3/6,26,115,0
M4,O2,2024/3/7,27,116,0
M4,O2,2024/3/8,28,117,0
M4,O2,2024/3/9,29,118,0
M6,O2,2024/4/9,1,119,1
M6,O2,2024/4/10,2,120,1
M6,O2,2024/4/11,3,121,0
M6,O2,2024/4/12,4,122,10
M6,O2,2024/4/13,5,123,10
M6,O2,2024/4/14,6,124,0
M6,O2,2024/4/15,7,125,0
M6,O2,2024/4/16,8,126,0
M6,O2,2024/4/17,9,127,0
M6,O2,2024/4/18,10,128,0
M6,O2,2024/4/19,11,129,0
M6,O2,2024/4/20,12,130,0
M6,O2,2024/4/21,13,131,0
M6,O2,2024/4/22,14,132,0
M6,O2,2024/4/23,15,133,0
M6,O2,2024/4/24,16,134,0
M6,O2,2024/4/25,17,135,0
M6,O2,2024/4/26,18,136,0
M6,O2,2024/4/27,19,137,0
M6,O2,2024/4/28,20,138,0
M6,O2,2024/4/29,21,139,0
M6,O2,2024/4/30,22,140,0
M6,O2,2024/5/1,23,141,0
M6,O2,2024/5/2,24,142,0
M6,O2,2024/5/3,25,143,0
M6,O2,2024/5/4,26,144,0
M6,O2,2024/5/5,27,145,0
M6,O2,2024/5/6,28,146,0
M6,O2,2024/5/7,29,147,0
M1,O3,2023/11/13,1,1,0
M1,O3,2023/11/14,2,2,7
M1,O3,2023/11/15,3,3,3
M1,O3,2023/11/16,4,4,2
M1,O3,2023/11/17,5,5,1
M1,O3,2023/11/18,6,6,3
M1,O3,2023/11/19,7,7,1
M1,O3,2023/11/20,8,8,12
M1,O3,2023/11/21,9,9,0
M1,O3,2023/11/22,10,10,0
M1,O3,2023/11/23,11,11,1
M1,O3,2023/11/24,12,12,0
M1,O3,2023/11/25,13,13,0
M1,O3,2023/11/26,14,14,0
M1,O3,2023/11/27,15,15,0
M1,O3,2023/11/28,16,16,0
M1,O3,2023/11/29,17,17,0
M1,O3,2023/11/30,18,18,0
M1,O3,2023/12/1,19,19,0
M1,O3,2023/12/2,20,20,0
M1,O3,2023/12/3,21,21,0
M1,O3,2023/12/4,22,22,0
M1,O3,2023/12/5,23,23,0
M1,O3,2023/12/6,24,24,0
M1,O3,2023/12/7,25,25,0
M1,O3,2023/12/8,26,26,0
M1,O3,2023/12/9,27,27,0
M1,O3,2023/12/10,28,28,0
M1,O3,2023/12/11,29,29,0
M1,O3,2023/12/12,30,30,0
M2,O3,2023/12/13,1,31,8
M2,O3,2023/12/14,2,32,1
M2,O3,2023/12/15,3,33,0
M2,O3,2023/12/16,4,34,2
M2,O3,2023/12/17,5,35,6
M2,O3,2023/12/18,6,36,0
M2,O3,2023/12/19,7,37,1
M2,O3,2023/12/20,8,38,0
M2,O3,2023/12/21,9,39,0
M2,O3,2023/12/22,10,40,0
M2,O3,2023/12/23,11,41,0
M2,O3,2023/12/24,12,42,0
M2,O3,2023/12/25,13,43,0
M2,O3,2023/12/26,14,44,0
M2,O3,2023/12/27,15,45,0
M2,O3,2023/12/28,16,46,0
M2,O3,2023/12/29,17,47,0
M2,O3,2023/12/30,18,48,0
M2,O3,2023/12/31,19,49,0
M2,O3,2024/1/1,20,50,0
M2,O3,2024/1/2,21,51,0
M2,O3,2024/1/3,22,52,0
M2,O3,2024/1/4,23,53,0
M2,O3,2024/1/5,24,54,0
M2,O3,2024/1/6,25,55,0
M2,O3,2024/1/7,26,56,0
M2,O3,2024/1/8,27,57,9
M2,O3,2024/1/9,28,58,11
M2,O3,2024/1/10,29,59,61
M3,O3,2024/1/11,1,60,11
M3,O3,2024/1/12,2,61,11
M3,O3,2024/1/13,3,62,0
M3,O3,2024/1/14,4,63,14
M3,O3,2024/1/15,5,64,33
M3,O3,2024/1/16,6,65,43
M3,O3,2024/1/17,7,66,0
M3,O3,2024/1/18,8,67,3
M3,O3,2024/1/19,9,68,0
M3,O3,2024/1/20,10,69,0
M3,O3,2024/1/21,11,70,0
M3,O3,2024/1/22,12,71,0
M3,O3,2024/1/23,13,72,0
M3,O3,2024/1/24,14,73,0
M3,O3,2024/1/25,15,74,0
M3,O3,2024/1/26,16,75,0
M3,O3,2024/1/27,17,76,0
M3,O3,2024/1/28,18,77,0
M3,O3,2024/1/29,19,78,0
M3,O3,2024/1/30,20,79,0
M3,O3,2024/1/31,21,80,0
M3,O3,2024/2/1,22,81,0
M3,O3,2024/2/2,23,82,0
M3,O3,2024/2/3,24,83,0
M3,O3,2024/2/4,25,84,0
M3,O3,2024/2/5,26,85,0
M3,O3,2024/2/6,27,86,7
M3,O3,2024/2/7,28,87,0
M3,O3,2024/2/8,29,88,4
M3,O3,2024/2/9,30,89,0
M4,O3,2024/2/10,1,90,0
M4,O3,2024/2/11,2,91,0
M4,O3,2024/2/12,3,92,0
M4,O3,2024/2/13,4,93,0
M4,O3,2024/2/14,5,94,0
M4,O3,2024/2/15,6,95,2
M4,O3,2024/2/16,7,96,1
M4,O3,2024/2/17,8,97,12
M4,O3,2024/2/18,9,98,0
M4,O3,2024/2/19,10,99,0
M4,O3,2024/2/20,11,100,0
M4,O3,2024/2/21,12,101,0
M4,O3,2024/2/22,13,102,0
M4,O3,2024/2/23,14,103,0
M4,O3,2024/2/24,15,104,0
M4,O3,2024/2/25,16,105,0
M4,O3,2024/2/26,17,106,0
M4,O3,2024/2/27,18,107,0
M4,O3,2024/2/28,19,108,0
M4,O3,2024/2/29,20,109,0
M4,O3,2024/3/1,21,110,0
M4,O3,2024/3/2,22,111,0
M4,O3,2024/3/3,23,112,0
M4,O3,2024/3/4,24,113,0
M4,O3,2024/3/5,25,114,0
M4,O3,2024/3/6,26,115,0
M4,O3,2024/3/7,27,116,0
M4,O3,2024/3/8,28,117,0
M4,O3,2024/3/9,29,118,0
M6,O3,2024/4/9,1,119,1
M6,O3,2024/4/10,2,120,4
M6,O3,2024/4/11,3,121,3
M6,O3,2024/4/12,4,122,0
M6,O3,2024/4/13,5,123,0
M6,O3,2024/4/14,6,124,0
M6,O3,2024/4/15,7,125,0
M6,O3,2024/4/16,8,126,0
M6,O3,2024/4/17,9,127,0
M6,O3,2024/4/18,10,128,0
M6,O3,2024/4/19,11,129,0
M6,O3,2024/4/20,12,130,0
M6,O3,2024/4/21,13,131,0
M6,O3,2024/4/22,14,132,0
M6,O3,2024/4/23,15,133,0
M6,O3,2024/4/24,16,134,0
M6,O3,2024/4/25,17,135,0
M6,O3,2024/4/26,18,136,0
M6,O3,2024/4/27,19,137,0
M6,O3,2024/4/28,20,138,0
M6,O3,2024/4/29,21,139,0
M6,O3,2024/4/30,22,140,0
M6,O3,2024/5/1,23,141,0
M6,O3,2024/5/2,24,142,0
M6,O3,2024/5/3,25,143,0
M6,O3,2024/5/4,26,144,0
M6,O3,2024/5/5,27,145,0
M6,O3,2024/5/6,28,146,0
M6,O3,2024/5/7,29,147,0
M1,O4,2023/11/13,1,1,41
M1,O4,2023/11/14,2,2,22
M1,O4,2023/11/15,3,3,19
M1,O4,2023/11/16,4,4,10
M1,O4,2023/11/17,5,5,22
M1,O4,2023/11/18,6,6,17
M1,O4,2023/11/19,7,7,1
M1,O4,2023/11/20,8,8,3
M1,O4,2023/11/21,9,9,0
M1,O4,2023/11/22,10,10,1
M1,O4,2023/11/23,11,11,1
M1,O4,2023/11/24,12,12,0
M1,O4,2023/11/25,13,13,0
M1,O4,2023/11/26,14,14,0
M1,O4,2023/11/27,15,15,0
M1,O4,2023/11/28,16,16,0
M1,O4,2023/11/29,17,17,0
M1,O4,2023/11/30,18,18,0
M1,O4,2023/12/1,19,19,0
M1,O4,2023/12/2,20,20,0
M1,O4,2023/12/3,21,21,0
M1,O4,2023/12/4,22,22,0
M1,O4,2023/12/5,23,23,0
M1,O4,2023/12/6,24,24,0
M1,O4,2023/12/7,25,25,0
M1,O4,2023/12/8,26,26,0
M1,O4,2023/12/9,27,27,0
M1,O4,2023/12/10,28,28,0
M1,O4,2023/12/11,29,29,0
M1,O4,2023/12/12,30,30,12
M2,O4,2023/12/13,1,31,1
M2,O4,2023/12/14,2,32,2
M2,O4,2023/12/15,3,33,7
M2,O4,2023/12/16,4,34,0
M2,O4,2023/12/17,5,35,69
M2,O4,2023/12/18,6,36,26
M2,O4,2023/12/19,7,37,48
M2,O4,2023/12/20,8,38,16
M2,O4,2023/12/21,9,39,8
M2,O4,2023/12/22,10,40,0
M2,O4,2023/12/23,11,41,0
M2,O4,2023/12/24,12,42,0
M2,O4,2023/12/25,13,43,0
M2,O4,2023/12/26,14,44,0
M2,O4,2023/12/27,15,45,0
M2,O4,2023/12/28,16,46,0
M2,O4,2023/12/29,17,47,0
M2,O4,2023/12/30,18,48,0
M2,O4,2023/12/31,19,49,0
M2,O4,2024/1/1,20,50,0
M2,O4,2024/1/2,21,51,0
M2,O4,2024/1/3,22,52,0
M2,O4,2024/1/4,23,53,0
M2,O4,2024/1/5,24,54,0
M2,O4,2024/1/6,25,55,0
M2,O4,2024/1/7,26,56,0
M2,O4,2024/1/8,27,57,1
M2,O4,2024/1/9,28,58,5
M2,O4,2024/1/10,29,59,5
M3,O4,2024/1/11,1,60,7
M3,O4,2024/1/12,2,61,12
M3,O4,2024/1/13,3,62,24
M3,O4,2024/1/14,4,63,6
M3,O4,2024/1/15,5,64,0
M3,O4,2024/1/16,6,65,5
M3,O4,2024/1/17,7,66,0
M3,O4,2024/1/18,8,67,0
M3,O4,2024/1/19,9,68,1
M3,O4,2024/1/20,10,69,0
M3,O4,2024/1/21,11,70,0
M3,O4,2024/1/22,12,71,0
M3,O4,2024/1/23,13,72,0
M3,O4,2024/1/24,14,73,0
M3,O4,2024/1/25,15,74,0
M3,O4,2024/1/26,16,75,0
M3,O4,2024/1/27,17,76,0
M3,O4,2024/1/28,18,77,0
M3,O4,2024/1/29,19,78,0
M3,O4,2024/1/30,20,79,0
M3,O4,2024/1/31,21,80,0
M3,O4,2024/2/1,22,81,0
M3,O4,2024/2/2,23,82,0
M3,O4,2024/2/3,24,83,0
M3,O4,2024/2/4,25,84,0
M3,O4,2024/2/5,26,85,0
M3,O4,2024/2/6,27,86,0
M3,O4,2024/2/7,28,87,0
M3,O4,2024/2/8,29,88,0
M3,O4,2024/2/9,30,89,1
M4,O4,2024/2/10,1,90,0
M4,O4,2024/2/11,2,91,0
M4,O4,2024/2/12,3,92,0
M4,O4,2024/2/13,4,93,0
M4,O4,2024/2/14,5,94,2
M4,O4,2024/2/15,6,95,6
M4,O4,2024/2/16,7,96,1
M4,O4,2024/2/17,8,97,0
M4,O4,2024/2/18,9,98,0
M4,O4,2024/2/19,10,99,0
M4,O4,2024/2/20,11,100,0
M4,O4,2024/2/21,12,101,0
M4,O4,2024/2/22,13,102,0
M4,O4,2024/2/23,14,103,0
M4,O4,2024/2/24,15,104,0
M4,O4,2024/2/25,16,105,0
M4,O4,2024/2/26,17,106,0
M4,O4,2024/2/27,18,107,0
M4,O4,2024/2/28,19,108,0
M4,O4,2024/2/29,20,109,0
M4,O4,2024/3/1,21,110,0
M4,O4,2024/3/2,22,111,0
M4,O4,2024/3/3,23,112,0
M4,O4,2024/3/4,24,113,0
M4,O4,2024/3/5,25,114,0
M4,O4,2024/3/6,26,115,0
M4,O4,2024/3/7,27,116,0
M4,O4,2024/3/8,28,117,0
M4,O4,2024/3/9,29,118,0
M6,O4,2024/4/9,1,119,14
M6,O4,2024/4/10,2,120,5
M6,O4,2024/4/11,3,121,12
M6,O4,2024/4/12,4,122,8
M6,O4,2024/4/13,5,123,7
M6,O4,2024/4/14,6,124,28
M6,O4,2024/4/15,7,125,0
M6,O4,2024/4/16,8,126,2
M6,O4,2024/4/17,9,127,0
M6,O4,2024/4/18,10,128,0
M6,O4,2024/4/19,11,129,0
M6,O4,2024/4/20,12,130,0
M6,O4,2024/4/21,13,131,0
M6,O4,2024/4/22,14,132,0
M6,O4,2024/4/23,15,133,0
M6,O4,2024/4/24,16,134,0
M6,O4,2024/4/25,17,135,0
M6,O4,2024/4/26,18,136,0
M6,O4,2024/4/27,19,137,0
M6,O4,2024/4/28,20,138,0
M6,O4,2024/4/29,21,139,0
M6,O4,2024/4/30,22,140,0
M6,O4,2024/5/1,23,141,0
M6,O4,2024/5/2,24,142,0
M6,O4,2024/5/3,25,143,0
M6,O4,2024/5/4,26,144,0
M6,O4,2024/5/5,27,145,0
M6,O4,2024/5/6,28,146,0
M6,O4,2024/5/7,29,147,0
M1,O5,2023/11/13,1,1,16
M1,O5,2023/11/14,2,2,16
M1,O5,2023/11/15,3,3,19
M1,O5,2023/11/16,4,4,14
M1,O5,2023/11/17,5,5,16
M1,O5,2023/11/18,6,6,16
M1,O5,2023/11/19,7,7,12
M1,O5,2023/11/20,8,8,2
M1,O5,2023/11/21,9,9,2
M1,O5,2023/11/22,10,10,4
M1,O5,2023/11/23,11,11,1
M1,O5,2023/11/24,12,12,0
M1,O5,2023/11/25,13,13,0
M1,O5,2023/11/26,14,14,0
M1,O5,2023/11/27,15,15,0
M1,O5,2023/11/28,16,16,0
M1,O5,2023/11/29,17,17,0
M1,O5,2023/11/30,18,18,0
M1,O5,2023/12/1,19,19,0
M1,O5,2023/12/2,20,20,0
M1,O5,2023/12/3,21,21,0
M1,O5,2023/12/4,22,22,0
M1,O5,2023/12/5,23,23,0
M1,O5,2023/12/6,24,24,0
M1,O5,2023/12/7,25,25,0
M1,O5,2023/12/8,26,26,0
M1,O5,2023/12/9,27,27,0
M1,O5,2023/12/10,28,28,0
M1,O5,2023/12/11,29,29,0
M1,O5,2023/12/12,30,30,12
M2,O5,2023/12/13,1,31,4
M2,O5,2023/12/14,2,32,3
M2,O5,2023/12/15,3,33,4
M2,O5,2023/12/16,4,34,0
M2,O5,2023/12/17,5,35,11
M2,O5,2023/12/18,6,36,24
M2,O5,2023/12/19,7,37,19
M2,O5,2023/12/20,8,38,11
M2,O5,2023/12/21,9,39,1
M2,O5,2023/12/22,10,40,0
M2,O5,2023/12/23,11,41,0
M2,O5,2023/12/24,12,42,0
M2,O5,2023/12/25,13,43,1
M2,O5,2023/12/26,14,44,0
M2,O5,2023/12/27,15,45,0
M2,O5,2023/12/28,16,46,0
M2,O5,2023/12/29,17,47,0
M2,O5,2023/12/30,18,48,0
M2,O5,2023/12/31,19,49,0
M2,O5,2024/1/1,20,50,0
M2,O5,2024/1/2,21,51,0
M2,O5,2024/1/3,22,52,0
M2,O5,2024/1/4,23,53,0
M2,O5,2024/1/5,24,54,0
M2,O5,2024/1/6,25,55,0
M2,O5,2024/1/7,26,56,0
M2,O5,2024/1/8,27,57,0
M2,O5,2024/1/9,28,58,0
M2,O5,2024/1/10,29,59,9
M3,O5,2024/1/11,1,60,20
M3,O5,2024/1/12,2,61,5
M3,O5,2024/1/13,3,62,18
M3,O5,2024/1/14,4,63,8
M3,O5,2024/1/15,5,64,14
M3,O5,2024/1/16,6,65,24
M3,O5,2024/1/17,7,66,0
M3,O5,2024/1/18,8,67,0
M3,O5,2024/1/19,9,68,0
M3,O5,2024/1/20,10,69,0
M3,O5,2024/1/21,11,70,0
M3,O5,2024/1/22,12,71,0
M3,O5,2024/1/23,13,72,0
M3,O5,2024/1/24,14,73,0
M3,O5,2024/1/25,15,74,0
M3,O5,2024/1/26,16,75,0
M3,O5,2024/1/27,17,76,0
M3,O5,2024/1/28,18,77,0
M3,O5,2024/1/29,19,78,0
M3,O5,2024/1/30,20,79,0
M3,O5,2024/1/31,21,80,0
M3,O5,2024/2/1,22,81,0
M3,O5,2024/2/2,23,82,0
M3,O5,2024/2/3,24,83,0
M3,O5,2024/2/4,25,84,0
M3,O5,2024/2/5,26,85,2
M3,O5,2024/2/6,27,86,0
M3,O5,2024/2/7,28,87,0
M3,O5,2024/2/8,29,88,1
M3,O5,2024/2/9,30,89,0
M4,O5,2024/2/10,1,90,1
M4,O5,2024/2/11,2,91,0
M4,O5,2024/2/12,3,92,0
M4,O5,2024/2/13,4,93,0
M4,O5,2024/2/14,5,94,0
M4,O5,2024/2/15,6,95,1
M4,O5,2024/2/16,7,96,0
M4,O5,2024/2/17,8,97,45
M4,O5,2024/2/18,9,98,0
M4,O5,2024/2/19,10,99,0
M4,O5,2024/2/20,11,100,0
M4,O5,2024/2/21,12,101,0
M4,O5,2024/2/22,13,102,0
M4,O5,2024/2/23,14,103,0
M4,O5,2024/2/24,15,104,0
M4,O5,2024/2/25,16,105,0
M4,O5,2024/2/26,17,106,0
M4,O5,2024/2/27,18,107,0
M4,O5,2024/2/28,19,108,0
M4,O5,2024/2/29,20,109,0
M4,O5,2024/3/1,21,110,0
M4,O5,2024/3/2,22,111,0
M4,O5,2024/3/3,23,112,0
M4,O5,2024/3/4,24,113,0
M4,O5,2024/3/5,25,114,0
M4,O5,2024/3/6,26,115,0
M4,O5,2024/3/7,27,116,0
M4,O5,2024/3/8,28,117,0
M4,O5,2024/3/9,29,118,0
M6,O5,2024/4/9,1,119,3
M6,O5,2024/4/10,2,120,1
M6,O5,2024/4/11,3,121,2
M6,O5,2024/4/12,4,122,22
M6,O5,2024/4/13,5,123,16
M6,O5,2024/4/14,6,124,21
M6,O5,2024/4/15,7,125,9
M6,O5,2024/4/16,8,126,9
M6,O5,2024/4/17,9,127,8
M6,O5,2024/4/18,10,128,7
M6,O5,2024/4/19,11,129,0
M6,O5,2024/4/20,12,130,0
M6,O5,2024/4/21,13,131,0
M6,O5,2024/4/22,14,132,0
M6,O5,2024/4/23,15,133,0
M6,O5,2024/4/24,16,134,0
M6,O5,2024/4/25,17,135,0
M6,O5,2024/4/26,18,136,0
M6,O5,2024/4/27,19,137,0
M6,O5,2024/4/28,20,138,0
M6,O5,2024/4/29,21,139,0
M6,O5,2024/4/30,22,140,0
M6,O5,2024/5/1,23,141,0
M6,O5,2024/5/2,24,142,0
M6,O5,2024/5/3,25,143,0
M6,O5,2024/5/4,26,144,0
M6,O5,2024/5/5,27,145,0
M6,O5,2024/5/6,28,146,0
M6,O5,2024/5/7,29,147,0
M1,O6,2023/11/13,1,1,1
M1,O6,2023/11/14,2,2,13
M1,O6,2023/11/15,3,3,25
M1,O6,2023/11/16,4,4,5
M1,O6,2023/11/17,5,5,19
M1,O6,2023/11/18,6,6,19
M1,O6,2023/11/19,7,7,4
M1,O6,2023/11/20,8,8,11
M1,O6,2023/11/21,9,9,2
M1,O6,2023/11/22,10,10,9
M1,O6,2023/11/23,11,11,1
M1,O6,2023/11/24,12,12,0
M1,O6,2023/11/25,13,13,0
M1,O6,2023/11/26,14,14,0
M1,O6,2023/11/27,15,15,0
M1,O6,2023/11/28,16,16,0
M1,O6,2023/11/29,17,17,0
M1,O6,2023/11/30,18,18,0
M1,O6,2023/12/1,19,19,0
M1,O6,2023/12/2,20,20,0
M1,O6,2023/12/3,21,21,0
M1,O6,2023/12/4,22,22,0
M1,O6,2023/12/5,23,23,0
M1,O6,2023/12/6,24,24,0
M1,O6,2023/12/7,25,25,0
M1,O6,2023/12/8,26,26,0
M1,O6,2023/12/9,27,27,0
M1,O6,2023/12/10,28,28,0
M1,O6,2023/12/11,29,29,0
M1,O6,2023/12/12,30,30,3
M2,O6,2023/12/13,1,31,1
M2,O6,2023/12/14,2,32,0
M2,O6,2023/12/15,3,33,2
M2,O6,2023/12/16,4,34,0
M2,O6,2023/12/17,5,35,14
M2,O6,2023/12/18,6,36,0
M2,O6,2023/12/19,7,37,0
M2,O6,2023/12/20,8,38,0
M2,O6,2023/12/21,9,39,0
M2,O6,2023/12/22,10,40,0
M2,O6,2023/12/23,11,41,0
M2,O6,2023/12/24,12,42,0
M2,O6,2023/12/25,13,43,0
M2,O6,2023/12/26,14,44,0
M2,O6,2023/12/27,15,45,0
M2,O6,2023/12/28,16,46,0
M2,O6,2023/12/29,17,47,0
M2,O6,2023/12/30,18,48,0
M2,O6,2023/12/31,19,49,0
M2,O6,2024/1/1,20,50,0
M2,O6,2024/1/2,21,51,0
M2,O6,2024/1/3,22,52,0
M2,O6,2024/1/4,23,53,0
M2,O6,2024/1/5,24,54,0
M2,O6,2024/1/6,25,55,0
M2,O6,2024/1/7,26,56,0
M2,O6,2024/1/8,27,57,0
M2,O6,2024/1/9,28,58,1
M2,O6,2024/1/10,29,59,7
M3,O6,2024/1/11,1,60,104
M3,O6,2024/1/12,2,61,5
M3,O6,2024/1/13,3,62,0
M3,O6,2024/1/14,4,63,12
M3,O6,2024/1/15,5,64,7
M3,O6,2024/1/16,6,65,21
M3,O6,2024/1/17,7,66,0
M3,O6,2024/1/18,8,67,0
M3,O6,2024/1/19,9,68,0
M3,O6,2024/1/20,10,69,0
M3,O6,2024/1/21,11,70,0
M3,O6,2024/1/22,12,71,0
M3,O6,2024/1/23,13,72,0
M3,O6,2024/1/24,14,73,0
M3,O6,2024/1/25,15,74,0
M3,O6,2024/1/26,16,75,0
M3,O6,2024/1/27,17,76,0
M3,O6,2024/1/28,18,77,0
M3,O6,2024/1/29,19,78,0
M3,O6,2024/1/30,20,79,0
M3,O6,2024/1/31,21,80,0
M3,O6,2024/2/1,22,81,0
M3,O6,2024/2/2,23,82,0
M3,O6,2024/2/3,24,83,0
M3,O6,2024/2/4,25,84,0
M3,O6,2024/2/5,26,85,0
M3,O6,2024/2/6,27,86,0
M3,O6,2024/2/7,28,87,0
M3,O6,2024/2/8,29,88,0
M3,O6,2024/2/9,30,89,0
M4,O6,2024/2/10,1,90,1
M4,O6,2024/2/11,2,91,0
M4,O6,2024/2/12,3,92,0
M4,O6,2024/2/13,4,93,0
M4,O6,2024/2/14,5,94,2
M4,O6,2024/2/15,6,95,3
M4,O6,2024/2/16,7,96,1
M4,O6,2024/2/17,8,97,8
M4,O6,2024/2/18,9,98,0
M4,O6,2024/2/19,10,99,0
M4,O6,2024/2/20,11,100,0
M4,O6,2024/2/21,12,101,0
M4,O6,2024/2/22,13,102,0
M4,O6,2024/2/23,14,103,0
M4,O6,2024/2/24,15,104,0
M4,O6,2024/2/25,16,105,0
M4,O6,2024/2/26,17,106,0
M4,O6,2024/2/27,18,107,0
M4,O6,2024/2/28,19,108,0
M4,O6,2024/2/29,20,109,0
M4,O6,2024/3/1,21,110,0
M4,O6,2024/3/2,22,111,0
M4,O6,2024/3/3,23,112,0
M4,O6,2024/3/4,24,113,0
M4,O6,2024/3/5,25,114,0
M4,O6,2024/3/6,26,115,0
M4,O6,2024/3/7,27,116,0
M4,O6,2024/3/8,28,117,0
M4,O6,2024/3/9,29,118,0
M6,O6,2024/4/9,1,119,0
M6,O6,2024/4/10,2,120,0
M6,O6,2024/4/11,3,121,2
M6,O6,2024/4/12,4,122,0
M6,O6,2024/4/13,5,123,2
M6,O6,2024/4/14,6,124,2
M6,O6,2024/4/15,7,125,18
M6,O6,2024/4/16,8,126,0
M6,O6,2024/4/17,9,127,4
M6,O6,2024/4/18,10,128,0
M6,O6,2024/4/19,11,129,0
M6,O6,2024/4/20,12,130,0
M6,O6,2024/4/21,13,131,0
M6,O6,2024/4/22,14,132,0
M6,O6,2024/4/23,15,133,0
M6,O6,2024/4/24,16,134,0
M6,O6,2024/4/25,17,135,0
M6,O6,2024/4/26,18,136,0
M6,O6,2024/4/27,19,137,0
M6,O6,2024/4/28,20,138,0
M6,O6,2024/4/29,21,139,0
M6,O6,2024/4/30,22,140,0
M6,O6,2024/5/1,23,141,0
M6,O6,2024/5/2,24,142,0
M6,O6,2024/5/3,25,143,0
M6,O6,2024/5/4,26,144,0
M6,O6,2024/5/5,27,145,0
M6,O6,2024/5/6,28,146,0
M6,O6,2024/5/7,29,147,0
M1,O7,2023/11/13,1,1,0
M1,O7,2023/11/14,2,2,13
M1,O7,2023/11/15,3,3,2
M1,O7,2023/11/16,4,4,13
M1,O7,2023/11/17,5,5,6
M1,O7,2023/11/18,6,6,1
M1,O7,2023/11/19,7,7,0
M1,O7,2023/11/20,8,8,0
M1,O7,2023/11/21,9,9,0
M1,O7,2023/11/22,10,10,0
M1,O7,2023/11/23,11,11,0
M1,O7,2023/11/24,12,12,0
M1,O7,2023/11/25,13,13,0
M1,O7,2023/11/26,14,14,0
M1,O7,2023/11/27,15,15,0
M1,O7,2023/11/28,16,16,0
M1,O7,2023/11/29,17,17,0
M1,O7,2023/11/30,18,18,0
M1,O7,2023/12/1,19,19,0
M1,O7,2023/12/2,20,20,0
M1,O7,2023/12/3,21,21,0
M1,O7,2023/12/4,22,22,0
M1,O7,2023/12/5,23,23,0
M1,O7,2023/12/6,24,24,0
M1,O7,2023/12/7,25,25,0
M1,O7,2023/12/8,26,26,0
M1,O7,2023/12/9,27,27,0
M1,O7,2023/12/10,28,28,0
M1,O7,2023/12/11,29,29,0
M1,O7,2023/12/12,30,30,0
M2,O7,2023/12/13,1,31,0
M2,O7,2023/12/14,2,32,0
M2,O7,2023/12/15,3,33,0
M2,O7,2023/12/16,4,34,0
M2,O7,2023/12/17,5,35,0
M2,O7,2023/12/18,6,36,0
M2,O7,2023/12/19,7,37,0
M2,O7,2023/12/20,8,38,0
